id,sentence,sentiment_Stanford,sentiment_Google Cloud,sentiment_Monkey Learn,Grand Truth
524, US gains were a bit more modest; but still a handy 2.4 per cent; while the Asian market was the standout,Neutral,Positive,Positive,Positive
525, Japan jumped 5 per cent and China rose nearly 4 per cent as the authorities there again intervened to calm the jitters,Negative,Positive,Neutral,Negative
526," However; global politics' latest game show ""Deal Or No Deal""; featuring US and Chinese Presidents Trump and Xi; was a ratings flop on Wall Street",Neutral,Neutral,Negative,Neutral
527, On Friday; it overshadowed otherwise Positive economic news with another strong month of jobs creation and annual wage growth pushing above 3 per cent for the first time in almost a decade,Negative,Neutral,Positive,Negative
528, The dimming chances of an imminent trade deal saw all indices slip; with the NASDAQ faring the worst thanks to Apple tumbling almost 7 per cent on weak earnings guidance,Negative,Negative,Negative,Negative
529, Not great news for the ASX; but judging by futures trading; not disastrous either,Negative,Negative,Negative,Negative
530, Oil was down 7 per cent over the week,Negative,Neutral,Neutral,Neutral
531, Friday's trade saw it slip almost 1 per cent to be around 15 per cent lower than a month ago,Negative,Neutral,Neutral,Neutral
532, While the US followed through with threats to impose sanctions on Iran; there were big carveouts allowing the likes of India; South Korea; Japan and five other nations to keep buying oil from the pariah nation,Negative,Neutral,Negative,Negative
533," Tehran's reaction seemed to be along the lines of ""whatever""",Neutral,Neutral,Neutral,Neutral
534, Iron ore was in a holding pattern after losing ground in recent weeks and copper gained,Negative,Neutral,Negative,Negative
535, RBA rates and forecasts on hold Locally this week the RBA is the main game; apart from a horse race,Negative,Positive,Positive,Positive
536, Unlike the Melbourne Cup; the RBA on Tuesday is a onehorse race  No Change will salute again,Neutral,Neutral,Positive,Neutral
537," You can place a ""multi"" on the US Federal Reserve to hold as well on Wednesday; but that won't pay much either",Neutral,Neutral,Negative,Neutral
538, Of more significance will be the RBA's forecasts contained in the quarterly Statement on Monetary Policy,Neutral,Neutral,Neutral,Neutral
539," As ANZ's economics team points out; ""Critically; the forecasts in this SoMP will establish the jumpingoff point for the forecasts into 2021""",Negative,Neutral,Neutral,Neutral
540, ANZ's house view is the RBA will leave its forecasts on inflation and economic growth relatively untouched and nudge down its trajectory for the unemployment rate,Negative,Neutral,Negative,Negative
541, However; while unemployment is improving; ANZ believes the RBA will be more cautious in its outlook on wages,Negative,Negative,Negative,Negative
542, Given the RBA's forecasts have rather overestimated wages growth for years; caution is understandable,Negative,Negative,Negative,Negative
543, Others might just give up guessing,Positive,Neutral,Positive,Positive
544,Photo Not even close,Neutral,Negative,Negative,Negative
545, The RBA has maintained overly optimistic forecasts for wages growth for yearsSupplied RBAWestpac wraps up bank reporting season Locally there is a fair bit on the corporate calendar,Negative,Positive,Neutral,Negative
546, Westpac drops its full year results on Monday,Negative,Neutral,Neutral,Neutral
547, Underlying cash profit  excluding onoffs  should be fairly flat at around $8 billion,Negative,Neutral,Positive,Negative
548, Judging by third quarter numbers; margins will be squashed and costs (excluding the already announced ones relating to customer remediation and the royal commission) are likely to be higher,Negative,Neutral,Negative,Negative
549, There are some big AGM's on as well; CBA and News Corp (Wednesday) and BHP (Thursday) are the pick of the bunch,Negative,Neutral,Neutral,Neutral
550,"AESTPhotoA graph showing house pricetoincome ratios around the worldIMFThe International Monetary Fund (IMF) has found Australia has the third highest house pricetoincome ratio in the world""",Negative,Neutral,Neutral,Neutral
551, The IMF's Global Housing Watch says global house prices have risen consistently for nearly the past two years,Negative,Negative,Negative,Negative
552," The fund says prices are well above the historical averages"" in developed countries including Belgium; Canada; Australia; Norway and Sweden",Positive,Neutral,Neutral,Neutral
553, In addition; the IMF found 14 out of 24 developed economies examined still have aboveaverage house pricetoincome ratios; even after the dent in home values in many countries caused by the global financial crisis,Negative,Negative,Negative,Negative
554, While a recovery in housing markets around the world is welcome; the IMF says it is critical to avoid another unsustainable boom in house prices like the one that preceded the GFC,Positive,Neutral,Negative,Positive
555," ""In fact; our research indicates that boombust patterns in house prices preceded more than twothirds of the recent 50 systemic banking crises;"" IMF deputy managing director Min Zhu said in a blog post ",Negative,Negative,Neutral,Negative
556,Property prices out of whackStruggling to buy a house,Neutral,Neutral,Positive,Neutral
557, It could be because our property prices are among the highest in the world when compared to incomes; writes Michael Janda,Neutral,Positive,Negative,Neutral
558,However; Dr Zhu also noted that historically high housing prices do not automatically portend a crash,Neutral,Neutral,Negative,Neutral
559," ""In some cases; this more detailed look suggests much more modest overvaluation than indicated by the house pricetoincome and house pricetorent ratios;"" Dr Zhu wrote",Negative,Positive,Positive,Positive
560, The IMF is quick to add that this does not mean policymakers can be complacent,Neutral,Positive,Positive,Positive
561," It is urging regulators; like the Reserve Bank and the Australian Prudential Regulation Authority; to move from ""benign neglect"" and take a range of steps to contain housing booms",Negative,Negative,Negative,Negative
562," ""Housing is an essential sector of every countrys economy and has systemic implications; which is why we at the IMF are focusing on it not only in individual countries but on a crosscountry basis;"" Dr Zhu wrote",Negative,Neutral,Positive,Negative
563," ""What is clear is that monetary policy will need to be more concerned than it was before with financial stability and hence with housing markets",Negative,Negative,Negative,Negative
564,""" Martin North from Australian banking research outfit Digital Finance Analytics says there are several measures that could be taken",Negative,Neutral,Negative,Negative
565," ""We need to think about whether the current capital rules are appropriate for commercial lending versus owner occupied and investment lending;"" he said",Positive,Positive,Neutral,Positive
566," ""Are there also opportunities to bring in additional controls; for example; to limit high loantovaluation lending; the ratio between income and house prices; to begin to take some of the heat out of the market",Negative,Neutral,Negative,Negative
